timestamp,lat,lon,alt,speed,heading
67.328157,20.4823574,-103.3030431,1566.4,0.03,0.0
67.532324,20.4823575,-103.3030431,1566.4,0.02,0.0
67.736102,20.4823575,-103.3030431,1566.3,0.02,0.0
67.93063,20.4823575,-103.3030431,1566.3,0.0,0.0
68.132513,20.4823575,-103.3030431,1566.3,0.02,0.0
68.331474,20.4823575,-103.3030431,1566.3,0.04,0.0
68.527737,20.4823575,-103.3030431,1566.3,0.02,0.0
68.741771,20.4823575,-103.3030431,1566.3,0.04,0.0
68.929555,20.4823575,-103.3030431,1566.3,0.03,0.0
69.128237,20.4823576,-103.3030431,1566.3,0.05,0.0
69.33147,20.4823576,-103.3030431,1566.3,0.03,0.0
69.523985,20.4823576,-103.3030431,1566.3,0.06,0.0
69.741726,20.4823576,-103.3030431,1566.3,0.04,0.0
69.930893,20.4823576,-103.3030431,1566.3,0.02,0.0
70.129114,20.4823576,-103.3030432,1566.3,0.01,0.0
70.324573,20.4823576,-103.3030431,1566.3,0.01,0.0
70.527699,20.4823576,-103.3030431,1566.3,0.01,0.0
70.743822,20.4823576,-103.3030432,1566.3,0.05,0.0
70.927284,20.4823576,-103.3030432,1566.3,0.03,0.0
71.130155,20.4823576,-103.3030432,1566.3,0.04,0.0
71.323568,20.4823577,-103.3030432,1566.3,0.01,0.0
71.525642,20.4823577,-103.3030432,1566.3,0.01,0.0
71.748226,20.4823577,-103.3030432,1566.3,0.03,0.0
71.928443,20.4823577,-103.3030432,1566.3,0.03,0.0
72.123618,20.4823576,-103.3030432,1566.3,0.11,0.0
72.328921,20.4823577,-103.3030432,1566.4,0.57,0.0
72.527638,20.4823576,-103.3030433,1566.5,0.79,0.0
72.738285,20.4823574,-103.3030435,1566.7,1.16,0.0
72.928277,20.4823573,-103.3030438,1566.9,1.17,0.0
73.12678,20.4823571,-103.3030443,1567.2,1.15,0.0
73.325602,20.4823569,-103.3030448,1567.4,1.25,0.0
73.528977,20.4823566,-103.3030454,1567.6,1.21,0.0
73.745785,20.4823564,-103.3030458,1567.8,1.13,0.0
73.920872,20.4823562,-103.3030462,1568.0,1.28,0.0
74.134416,20.482356,-103.3030465,1568.3,1.16,0.0
74.331024,20.4823558,-103.3030466,1568.5,1.29,0.0
74.534104,20.4823557,-103.3030466,1568.8,1.38,0.0
74.738376,20.4823556,-103.3030466,1569.0,1.32,0.0
74.930623,20.4823556,-103.3030464,1569.3,1.25,0.0
75.127079,20.4823556,-103.3030464,1569.5,1.34,0.0
75.334248,20.4823556,-103.3030463,1569.8,1.36,0.0
75.536088,20.4823557,-103.3030461,1570.0,1.35,0.0
75.734837,20.4823558,-103.303046,1570.3,1.34,0.0
75.942492,20.4823559,-103.3030458,1570.6,1.33,0.0
76.138144,20.482356,-103.3030457,1570.8,1.35,0.0
76.333622,20.4823561,-103.3030457,1571.1,1.36,0.0
76.537468,20.4823561,-103.3030457,1571.4,1.48,0.0
76.753657,20.4823561,-103.3030456,1571.7,1.53,0.0
76.935147,20.4823561,-103.3030455,1572.0,1.68,0.0
77.138283,20.4823561,-103.3030454,1572.4,1.82,0.0
77.335606,20.4823562,-103.3030453,1572.7,1.79,0.0
77.525819,20.4823564,-103.3030452,1573.0,1.84,0.0
77.753859,20.4823566,-103.303045,1573.4,1.92,0.0
77.941812,20.4823569,-103.3030448,1573.8,1.93,0.0
78.130608,20.4823572,-103.3030447,1574.2,2.0,0.0
78.333595,20.4823575,-103.3030446,1574.6,2.08,0.0
78.536864,20.4823577,-103.3030447,1575.0,2.28,0.0
78.751604,20.482358,-103.3030449,1575.4,2.0,0.0
78.935311,20.4823582,-103.3030452,1575.7,1.26,0.0
79.136056,20.4823584,-103.3030455,1575.9,0.68,0.0
79.320653,20.4823585,-103.3030459,1576.0,0.24,0.0
79.527276,20.4823586,-103.3030463,1575.9,0.3,0.0
79.746136,20.4823586,-103.3030467,1575.9,0.17,0.0
79.928601,20.4823585,-103.3030469,1575.9,0.14,0.0
80.125973,20.4823584,-103.3030472,1575.9,0.11,0.0
80.327197,20.4823582,-103.3030472,1575.9,0.08,0.0
80.527065,20.4823581,-103.3030471,1575.9,0.11,0.0
80.738495,20.4823579,-103.3030469,1575.8,0.17,0.0
80.927756,20.4823578,-103.3030467,1575.8,0.13,0.0
81.124017,20.4823577,-103.3030464,1575.8,0.18,0.0
81.330501,20.4823575,-103.3030462,1575.8,0.13,0.0
81.527298,20.4823574,-103.3030459,1575.8,0.16,0.0
81.747074,20.4823574,-103.3030457,1575.8,0.09,0.0
81.925621,20.4823574,-103.3030455,1575.8,0.11,0.0
82.128598,20.4823574,-103.3030453,1575.8,0.11,0.0
82.325152,20.4823575,-103.3030451,1575.8,0.1,0.0
82.52741,20.4823577,-103.303045,1575.8,0.14,0.0
82.743579,20.4823578,-103.3030448,1575.8,0.12,0.0
82.92709,20.482358,-103.3030447,1575.8,0.15,0.0
83.130898,20.4823582,-103.3030445,1575.8,0.15,0.0
83.327465,20.4823584,-103.3030443,1575.8,0.12,0.0
83.526825,20.4823586,-103.3030442,1575.8,0.14,0.0
83.731482,20.4823588,-103.3030441,1575.7,0.13,0.0
83.927035,20.482359,-103.3030439,1575.7,0.12,0.0
84.126813,20.4823591,-103.3030438,1575.7,0.1,0.0
84.326807,20.4823593,-103.3030437,1575.7,0.12,0.0
84.527477,20.4823594,-103.3030437,1575.8,0.07,0.0
84.738241,20.4823595,-103.3030436,1575.8,0.09,0.0
84.929046,20.4823595,-103.3030436,1575.8,0.04,0.0
85.127577,20.4823596,-103.3030436,1575.8,0.03,0.0
85.325507,20.4823596,-103.3030435,1575.8,0.04,0.0
85.518446,20.4823595,-103.3030435,1575.8,0.07,0.0
85.745484,20.4823595,-103.3030435,1575.8,0.07,0.0
85.927143,20.4823594,-103.3030435,1575.8,0.07,0.0
86.12866,20.4823593,-103.3030436,1575.8,0.05,0.0
86.327355,20.4823591,-103.3030436,1575.8,0.16,0.0
86.525574,20.4823588,-103.3030435,1575.8,0.25,0.0
86.738243,20.4823581,-103.3030434,1575.8,0.55,0.0
86.92703,20.4823567,-103.3030433,1575.8,1.06,0.0
87.126832,20.4823543,-103.3030433,1575.8,1.55,0.0
87.320127,20.4823511,-103.3030432,1575.8,2.14,0.0
87.526886,20.4823469,-103.3030432,1575.9,2.54,0.0
87.738211,20.482342,-103.3030431,1575.9,2.92,0.0
87.928345,20.4823366,-103.3030429,1575.9,3.15,0.0
88.125873,20.4823307,-103.3030427,1575.9,3.39,0.0
88.324734,20.4823246,-103.3030425,1575.9,3.49,0.0
88.530348,20.4823182,-103.3030422,1575.9,3.62,0.0
88.752227,20.4823117,-103.3030418,1575.9,3.68,0.0
88.929418,20.4823051,-103.3030412,1576.0,3.69,0.0
89.124525,20.4822984,-103.3030407,1576.0,3.81,0.0
89.334206,20.4822915,-103.3030401,1576.0,3.89,0.0
89.533997,20.4822845,-103.3030395,1576.0,3.96,0.0
89.753878,20.4822773,-103.303039,1576.0,4.11,0.0
89.932632,20.4822699,-103.3030386,1576.0,4.17,0.0
90.134362,20.4822623,-103.3030382,1576.0,4.24,0.0
90.335267,20.4822547,-103.3030379,1576.0,4.27,0.0
90.535204,20.482247,-103.3030376,1576.0,4.34,0.0
90.745826,20.4822391,-103.3030374,1576.0,4.41,0.0
90.935095,20.4822312,-103.3030371,1576.0,4.43,0.0
91.134735,20.4822232,-103.3030368,1576.0,4.46,0.0
91.333938,20.4822152,-103.3030365,1576.0,4.53,0.0
91.535589,20.4822071,-103.3030361,1576.0,4.5,0.0
91.750325,20.482199,-103.3030358,1576.0,4.53,0.0
91.927589,20.482191,-103.3030355,1576.0,4.41,0.0
92.129321,20.4821833,-103.3030352,1576.0,4.11,0.0
92.327037,20.4821763,-103.303035,1576.0,3.67,0.0
92.526923,20.4821705,-103.3030349,1576.0,2.88,0.0
92.738481,20.4821659,-103.3030348,1576.0,2.24,0.0
92.926775,20.4821625,-103.3030347,1576.0,1.61,0.0
93.125972,20.4821601,-103.3030347,1576.0,1.1,0.0
93.329083,20.4821585,-103.3030348,1575.9,0.72,0.0
93.520326,20.4821574,-103.3030349,1575.9,0.54,0.0
93.739965,20.4821565,-103.303035,1575.9,0.43,0.0
93.93032,20.4821557,-103.3030352,1575.9,0.47,0.0
94.128311,20.482155,-103.3030354,1575.9,0.43,0.0
94.327046,20.4821542,-103.3030355,1575.9,0.46,0.0
94.528174,20.4821533,-103.3030356,1575.9,0.5,0.0
94.743903,20.4821525,-103.3030357,1575.9,0.41,0.0
94.926812,20.4821517,-103.3030358,1575.9,0.48,0.0
95.129278,20.482151,-103.303036,1575.9,0.37,0.0
95.321769,20.4821504,-103.3030365,1575.8,0.5,0.0
95.525799,20.4821499,-103.3030376,1575.8,0.77,0.0
95.744832,20.4821495,-103.3030395,1575.9,1.22,0.0
95.928565,20.4821492,-103.3030422,1575.9,1.62,0.0
96.126142,20.4821491,-103.3030457,1575.9,2.04,0.0
96.329268,20.482149,-103.30305,1575.9,2.43,0.0
96.526919,20.482149,-103.303055,1575.9,2.75,0.0
96.738521,20.482149,-103.3030605,1575.9,3.02,0.0
96.927496,20.4821491,-103.3030666,1575.9,3.29,0.0
97.122794,20.4821492,-103.3030732,1575.9,3.52,0.0
97.326859,20.4821493,-103.3030802,1575.9,3.77,0.0
97.529086,20.4821495,-103.3030876,1575.9,3.93,0.0
97.746215,20.4821496,-103.3030953,1575.9,4.11,0.0
97.924304,20.4821497,-103.3031033,1575.9,4.22,0.0
98.128212,20.4821499,-103.3031115,1575.9,4.37,0.0
98.325881,20.48215,-103.30312,1575.9,4.45,0.0
98.52582,20.4821502,-103.3031287,1576.0,4.59,0.0
98.740002,20.4821503,-103.3031376,1576.0,4.69,0.0
98.925525,20.4821506,-103.3031467,1576.0,4.82,0.0
99.12713,20.4821509,-103.3031561,1576.0,4.92,0.0
99.329278,20.4821511,-103.3031656,1576.0,4.98,0.0
99.525597,20.4821513,-103.3031752,1576.0,5.06,0.0
99.728643,20.4821515,-103.3031847,1576.0,4.91,0.0
99.926239,20.4821517,-103.3031939,1576.0,4.62,0.0
100.126955,20.4821519,-103.3032022,1576.1,4.06,0.0
100.324592,20.482152,-103.3032092,1576.1,3.24,0.0
100.52559,20.4821521,-103.3032147,1576.2,2.5,0.0
100.740618,20.4821522,-103.3032187,1576.1,1.74,0.0
100.924253,20.4821523,-103.3032215,1576.1,1.15,0.0
101.126127,20.4821524,-103.3032233,1576.1,0.74,0.0
101.325931,20.4821525,-103.3032244,1576.1,0.49,0.0
101.517122,20.4821525,-103.3032252,1576.0,0.36,0.0
101.747317,20.4821526,-103.3032259,1576.0,0.29,0.0
101.927669,20.4821527,-103.3032264,1576.0,0.24,0.0
102.125141,20.4821527,-103.3032267,1576.0,0.19,0.0
102.324952,20.4821529,-103.3032269,1576.1,0.13,0.0
102.525953,20.482153,-103.3032269,1576.1,0.1,0.0
102.735537,20.4821531,-103.3032265,1576.1,0.32,0.0
102.926815,20.4821531,-103.3032256,1576.1,0.68,0.0
103.125242,20.4821531,-103.3032239,1576.1,1.17,0.0
103.316781,20.482153,-103.3032212,1576.2,1.57,0.0
103.525129,20.4821529,-103.3032177,1576.2,2.15,0.0
103.745344,20.4821526,-103.3032131,1576.2,2.61,0.0
103.926891,20.4821523,-103.3032077,1576.2,3.08,0.0
